Unnamed: 0,Comment,Rating
20394,Great watch!!! Easy to use..... Easy to set up... Screen size could have been better in this price range... Good features... Heart rate tracking is really good..... Noise should provide more watch faces.....the limited watch faces are also pretty good.... Overall a good watch!!!,4
20395,"In 10 days of purchase, I will say that the watch is a quality watch. And the best thing is that its battery backup is very Very good and I will say about color this color is dashing color.",4
20396,"Awesome product. All features are just fantastic. I love my noise watch so much because it helps me a lot when my mobile is not near me within my room. I can see all the notifications on my wrist. At the time of bike drive it also rectifies me my calls & notifications. Love the features like Waterproof, lightweight, colour, accuracy, heart rate sensor & much more.",5
20397,Best thing to gift your loved ones.. loved it n it's features. Best quality.,5
20398,"Good quality and nice product.... Battery life is very good and excellent performance and built quality is good......


Thank you",5
20399,Very nice and beautiful watch. Accurate pedometer and heart rate like it very much will recommend to friends and family Thanks noise for such a lovely product,5
20400,"This noise colorfit pro 2 smart watch is good working ,good accuracy , battery life is super .This colorfit smart watch is excellent and easy to use.",5
20401,Good smartwatch but the touch is not proper as compare to others need to improve its touch screen so as to make the process smooth,3
20402,This has been one of the prettiest and valuable purchase ever. Looks superb and features awesome. Simply put you won't get disappointed after purchasing it. I gifted this to my sister and she really loved it. Go for it without a second thought.,5
20403,Super watch and battery pickup Super looking nice over all good,5
20404,great delivery timing really fast and packaging was good and smart watch look stunning and best quality,5
20405,Best Smart watch in best price segment... I have really had great time using this watch.,5
20406,"Wonderful watch!!

I have been using this watch since last few months.

First of all, I would wish to speak about its looks.... The build quality of the watch is quite good, it gives you an impression of wearing an Apple watch. Many of my colleagues have asked me about it and they looked really very interested to buy this. It is a light weight watch, the faces of the dial are supercool but there are only a few.. there is a need to have more watch faces to add more versatility to this smart wa...
READ MORE",5
20407,Nice watch with good battery backup and band quality is good also looking very nice,5
20408,"This watch is best for use. It is stylish and comfortable I’m loving it.The color is awesome and attractive, the features are very advanced and professionally designed. It can also connect to the phone. After connecting, the watch work like a phone which help you to take important phone calls while driving.the battery backup is also nice. This watch is water resistant also.",5
20409,Nice watch and nice service by Flipkart and I like this maroon colour most amazing,4
20410,"The Product is perfectly cool and worth the price...!!! i really loved it, but it would have been even more better if the display size was big enough and if it was little faster to use, Hope Noise consider this disadvantage.
Apart from that the product is simply superb...!!!",4
20411,"Overall good product 1st talk about screen you really need to increase screen size and curve the angle, overall build quality is good and innovative. You can increase price but make a little bit good PPI screen. Except tht anything is very good.",4
20412,Device looks excellent. I had lot of mixed reviews before buying this device. Finally I feel like I took the right decision. Worth the money spent. The reason why I am giving 4 stars is the app that is used to pair the device needs some updates to be done,4
20413,"Really very good excellent product with high battery backup and so smooth touch that feels like an ocean
And also an elegant looks.",5
20414,Hai this is very good product after using 3 days good battery backup nice call alert decent display (but the display too small) exactly activity tracking overall super only disappointed is the alert is throw vibration only its hurts wrist if they make (like beep) sound it could be amazing .,5
20415,"Here I'm giving my over all experience with noise watch

1) Touch is nice up to the mark but little bit lagging it's not that matter.
2)Buletooth connectivity is good
3) Nice downloadable watch faces
4) Nice applications integration
5) Notification display is good
6)Alert vibration is good.
7)Magnetic battery charging good
8)steps counting is not up to the mark not matching with my calculation.
Over all budget friendly. Not too cost it's worth using it. I suggest to buys good one.",4
20416,Nice & stylish it's been a month since I got it must say I am really happy with the product . Nice built quality good battery back up crisp display. Kudos ✌️,5
20417,"I am using this product from last 3 months and the product is working perfectly fine, nice design and good product in this price range.
Thanks noise.",5
20418,The product is good with the excellent and updated feature... Easy to handle.. Satisfied with the product,5
20419,"The look of watch is savy and ultra modern.
Its supports physical activities like running, walking and the monitoring functions work very well the same goes for the heart rate sensor...battery life is excellent and lasting and the display is nice....There is a female healthcare option on the device that can help you to track your menstrual cycle. The device also alerts you about the incoming call and message ..It's fully waterproof. It's a perfect buy for those who don't want to shell out a l...
READ MORE",5
20420,"great ! Looks like Apple smart watch .but face watches are limited .they have to update in app it will be good .
Heart rate super .",3
20421,Amazing to have it. A perfect smart watch in budget. Go and have this amazing watch.,5
20422,"The product is overall a best buy . If I compare it with other fit band of same price , suggested to go for Noise ColorFit Pro2 . I Own the teal Green which goes well . This Smart Watch comes with minimal yet a stylish one . It has a square Touchscreen dial that looks impressive when lit up . The feature which Impressed me a lot is female health care option is which can let the busy bee is get the prompt about alarming days . The performance of Battery is impressive if compared with other one...
READ MORE",5
20423,"Hi Muneef, Please use the above link to rate us on Playstore regarding the application.
Please try to send the screenshot of the same*, once you do it.
If you find any issue with your product, you can reach out to me on the same number on Whatsapp.
As a token of thanks we would like to give you a surprise gift voucher for the same.
Thank you for your valuable feedback and being a part of the Noise family. watch is superb watch excellent work osm 😍😍😍😍",5
20424,"Reviewing after over 3 months, the watch itself still feels premium quality, great battery life I almost get 10-14 days of battery life using it for whole 12 hours everytime, the features are pretty good also in terms of accuracy, notifications alert, music control are spot on, sometimes call notification doesn't appear for some reason and the straps are quite good even after this long time.
Overall it is indeed a value for money product in my opinion, absolute pleasure to be a part of the no...
READ MORE",5
20425,"Using it for last two days, Overall Rating Satisfactorily...

Touch is laggy, it must be much more responsive, watch face are too less and boring outdated, expecting more n interesting watch faces, having more features like Call answer and reject with a quick response message.. more crisp display.. more app support.. But as per Price, watch is worthy for single penny spend...

Good work noise",3
20426,"Good it is
Features are less ,battery is Good ,Belt of This color is not of Good quality so I recommend all to buy black Blet
Overall it's Ok like product",3
20427,"Beautiful and stylish watch. Worth of money, display size is not that big, But OK. I have gifter this to my friend.
She is happy with performance and battary life.",4
20428,"the watch is best for you it looks awesome on hand and is easy to use and handle battery life is decent and screen brightness is also decent look Wise i give it 10/09 strap quality is skin friendly information is not that accurate it lacks with features like wether, additional screen face overall its is value for money ❣️",5
20429,it's an amazing product works very well & glass to buy this looks same like apple watch worth to paisa😁😜😘 thanks GoNoise for amazing smart watch is affordable rate,5
20430,"Nice budget product ..! One think I would like to mention that, i also worried about the visibility of the display in Bright sunny day...Bt trust me..The display is bright enough to give u the perfect view of everything poping up on its display...So don't worry go for it..!!",5
20431,i read so many reviews regarding to watch but watch is simply cool and good and it is very resanable prize and sports modes are very good and it have full touch display and touch is very good and battery pack up also very good...,5
20432,I bought this januvary 1st .it's looking very good and perfect fit to hand ..I feel very happy for this bought it's looking very awesome and working is well..I will write genuine review after used this watch....,4
20433,Well this is a gft for mee.very happy wth the product looks wise very classy and delivery boy is very well behaved.thanks flipkart❤️,5
20434,"The color display is very good.
The band is of good quality and its comfortable even if u wear it for the whole day.
Tracking is also accurate and has good options.
Overall a must buy product at this price range.",5
20435,Good to have a noise like smart watch everything is excellent about watch specially the sports mode and helping me through out workouts session.,5
20436,"Good design but it's not support properly by noise app
Noise need to upgrade better app to support this band.",1
20437,I gifted this to my boyfriend he was damm happy with the product which was utter satisfaction for me❤️ nice product with everything was well decorated,5
20438,Waste products .. waste money ...,2
20439,Good working.. but battery backup is Bad.,4
20440,Good,4
20441,"This watch is not charging after the receiving delivery, only after the charge that came in it, it is not able to charge, this product is very poor quality",5
20442,Bad products,1
20443,Good,5
20444,SpO2 Bad Sensing also heart rate also not accurate,3
20445,Good product,5
20446,Good 👍,5
20447,Good quality,5
20448,Waste products .. waste money ...,2
20449,Good working.. but battery backup is Bad.,4
20450,Good,4
20451,"This watch is not charging after the receiving delivery, only after the charge that came in it, it is not able to charge, this product is very poor quality",5
20452,Bad products,1
20453,Good,5
20454,SpO2 Bad Sensing also heart rate also not accurate,3
20455,Good product,5
20456,Good 👍,5
20457,Good quality,5
20458,Watch belt very low kowlity,3
20459,Watch belt very low kowlity,3
20460,satisfied with the product thanks,5
20461,It's just cool in hend and royal looks so good,4
20462,Value of money,4
20463,Didn't work Bluetooth,1
20464,Super watch,5
20465,Nice quality,4
20466,good watch first of all i am saying to buyers dont worry the battery is not inserted in it so press the battery,5
20467,The product is not better,2
20468,"Giving Honest review after 6 days. Why after 6 days I was testing battery of this watch and it almost last for 6 days. As it is shown battery life upto 9 days last only for 6 days.

1) I have test each and every function of watch all of them are working nice and no problem found. However there is some sight difference in reading but it is ok.

2) Heart rate is monitoring on continues basis and provides approximately correct reading.

3)Touch is really smooth I haven't found any touch delay ...
READ MORE",4
20469,"Writing this after a week of usage.

Watch looks marvelous and elite.very soft to wear..
Great to wear, good brightness level and I charged it once after buying. (Checking pulse, O2 and stess 2 times a day and also set different workout type 3 times a day)
After thorough research I bought this because THIS IS THE ONLY WATCH WHICH SHOWS NO MEASUREMENT WHEN REMOVED.
all other watches in this range showed some pulse reading and also calculated O2 and showed randomly even after removal. Also cro...
READ MORE",5
20470,"First of all, I thank E-CART for their best service in packing and delivery. Keep up the Grt Work. My Reviews follows -

And coming to the sensors, it has Heart rate and SpO2 sensors along with a 6 axis accelerometer and other 64 Activities Tracking. Support Android and Apple OS.
1. The Heart rate sensor works fines with a margin of error of 2-3 beats per min.
2. The SpO2 sensor is not a gimmick, it works fine but not 100% accurate, it was of by nearly 2% every time.
** Both the sensors do n...
READ MORE",5
20471,"Batter:- Battery backup is good, I used it by enabling almost all the features and it gives me around 8 days. It gets charge quickly
Display:- Display is good, vibrant, good visibility outside.
Design:- Looks good in the hand, looks premium, lightweight.
Features:- All tracking activity is pretty much accurate except the steps tracking, while just shaking the hand it records the steps. But this can be ignored.
Mobile App:- The mobile app is good but sometimes it does not sync properly, I have...
READ MORE",5
20472,What an amazing deal..This is more than you expect in this price range. Crystal clear display.. Huge list of activity tracking modes..more accurate heart and spO2 results. Got it for 3k in offer. Very impressed by the performance. Will gladly recommend this to someone.,5
20473,"First impression was that dial is too small for my hand.

After a couple of hours user experience was fantastic.

So many workout features + sleep tracker + sp02+ stress level sensor+ plethora of options

Zepp app is cool

Overall a good watch at this price but I suggest you to invest 1500 more and go for 5000 range watch cuz they look good with round dial.

Final verdict : Great Smart band cum watch but definitely not a fully fledged smart match.",4
20474,"Awesome watch my wife like this in anniversary gift very much
Maximum features it have which should be in your smart watch now days

Watch faces are quite good and battery backup is awesome",4
20475,Nice watch with approximately correct accuracy with the actual devices.Very good display and build quality. Almost all features are present. Go for it blindly. Best watch under this price segment. 👍🏻♥️🥰🥰🥰😄,4
20476,"Amazing product , Sleek design , Smooth operation of touch screen , Light weight, Good for measuring various daily activities and workout activities...Just Go For it...👍",5
20477,"Amazing watch. Very light weight, decent looks at this price. Perfect dial size as well as screen size. Better than Noise colour fit pro 3. But connection problem with phone.",4
20478,"Giving Honest review after 6 days. Why after 6 days I was testing battery of this watch and it almost last for 6 days. As it is shown battery life upto 9 days last only for 6 days.

1) I have test each and every function of watch all of them are working nice and no problem found. However there is some sight difference in reading but it is ok.

2) Heart rate is monitoring on continues basis and provides approximately correct reading.

3)Touch is really smooth I haven't found any touch delay ...
READ MORE",4
20479,"Writing this after a week of usage.

Watch looks marvelous and elite.very soft to wear..
Great to wear, good brightness level and I charged it once after buying. (Checking pulse, O2 and stess 2 times a day and also set different workout type 3 times a day)
After thorough research I bought this because THIS IS THE ONLY WATCH WHICH SHOWS NO MEASUREMENT WHEN REMOVED.
all other watches in this range showed some pulse reading and also calculated O2 and showed randomly even after removal. Also cro...
READ MORE",5
20480,"First of all, I thank E-CART for their best service in packing and delivery. Keep up the Grt Work. My Reviews follows -

And coming to the sensors, it has Heart rate and SpO2 sensors along with a 6 axis accelerometer and other 64 Activities Tracking. Support Android and Apple OS.
1. The Heart rate sensor works fines with a margin of error of 2-3 beats per min.
2. The SpO2 sensor is not a gimmick, it works fine but not 100% accurate, it was of by nearly 2% every time.
** Both the sensors do n...
READ MORE",5
20481,"Batter:- Battery backup is good, I used it by enabling almost all the features and it gives me around 8 days. It gets charge quickly
Display:- Display is good, vibrant, good visibility outside.
Design:- Looks good in the hand, looks premium, lightweight.
Features:- All tracking activity is pretty much accurate except the steps tracking, while just shaking the hand it records the steps. But this can be ignored.
Mobile App:- The mobile app is good but sometimes it does not sync properly, I have...
READ MORE",5
20482,What an amazing deal..This is more than you expect in this price range. Crystal clear display.. Huge list of activity tracking modes..more accurate heart and spO2 results. Got it for 3k in offer. Very impressed by the performance. Will gladly recommend this to someone.,5
20483,"First impression was that dial is too small for my hand.

After a couple of hours user experience was fantastic.

So many workout features + sleep tracker + sp02+ stress level sensor+ plethora of options

Zepp app is cool

Overall a good watch at this price but I suggest you to invest 1500 more and go for 5000 range watch cuz they look good with round dial.

Final verdict : Great Smart band cum watch but definitely not a fully fledged smart match.",4
20484,"Awesome watch my wife like this in anniversary gift very much
Maximum features it have which should be in your smart watch now days

Watch faces are quite good and battery backup is awesome",4
20485,Nice watch with approximately correct accuracy with the actual devices.Very good display and build quality. Almost all features are present. Go for it blindly. Best watch under this price segment. 👍🏻♥️🥰🥰🥰😄,4
20486,"Amazing product , Sleek design , Smooth operation of touch screen , Light weight, Good for measuring various daily activities and workout activities...Just Go For it...👍",5
20487,"Amazing watch. Very light weight, decent looks at this price. Perfect dial size as well as screen size. Better than Noise colour fit pro 3. But connection problem with phone.",4
20488,it's an awesome product....great display nd touch.... good battery life..... great performance..... I'm totally satisfied with this watch.....,5
20489,"Nice. Watch . When I got this form flipkart then I bewildered ,,,, very good watch ,,,, good battery life. If you it use normal then it battery life is 15 days , but I recommend that to buy redmi 6 band because it have supper amoled display ,,,,, and many features in the watch....... But the watch is too good , I impress 👍👍👍👍",5
20490,"Great choice, really go for it.
Every other brand claims their smartwatch has great features but their UI is so laggy it ruins the whole experience.
But here I not only got smooth UI but also balanced features.
Some small features that are not mentioned else where
1. Smooth UI, lagfree experience
2. You get reject as well as 'Silent' feature here which is missing in most smartwatches.
3. Cover the screen with your palm to turn off screen instantly.
Really loved the product, also I go...
READ MORE",5
20491,"*) This device is too good for this price range.
*) Good Battery Backup which last for a week.
*) Display is good with Corning Gorilla Glass.
*) Display is visible even in the sunlight.
*) Though its made of fiber body the build quality is nice.
*) Sensor is good.
*) All other features of this watch is working excellent.
*) Flipkart service is also nice with good packaging.",5
20492,"Bought a week ago. Battery life is good. UI is nice, but wakeup screen is not properly opening sometimes not always. Measurements are nearly correct. Good to buy, worth for penny.

Cons:
Setting up watch faces takes more time.
Initial update to sync watch with app takes more times, sometimes its was failed, had to spent a lot time.
Cannot access any other features when we are in any sports mode in watch",4
20493,"Fantastic fitness tracker. Very lightweight on the wrist and your wallet. Accurate tracking that helps you keep a track of your workout, calorie burn, steps etc. Beautiful display which is the best on a fitness tracker under INR 5000. Go for it.",5
20494,Good product.. Neatly built.. Initially I was planning to purchase goqii smart vital which is a certified product..But I found more vfm effect in bip u ..If anyone want most accurate spo2 and heart rate they can go with goqii But this one is more appealing and have an accuracy of 95-97%. So I decided to go with this..,4
20495,"Writing this after a week's usage. As this was my first watch I did a through research and based on suggestions by many you tubers decided to buy this. One line answer would be ""this product is just hyped'. Battery backup is poor last only for 2 days. The counts are inaccurate, the Spo2 works only 20% of the time. The lit upon wrist lift also works 4/10 times and sometimes when wrist is not lift the display is on. it's better to buy a smart band or a normal watch as this space is still not ma...
READ MORE",2
20496,Nice best watch don't look any other watch directly go for this it is value for money and high accuracy 6 day approx battery life best watch under 4k i got it for 3499 in offer . Build quality of the watch is good straps are very comfortable. I am very happy with this watch.,5
20497,"Reviewing after 3 days of use. Battery will last max 5-6 days as I can see it's still 57% left after 72hours.steps tracking is like 90%accurat,sports modes are like too good with great touch,overall it's really good in this price range.🔥",4
20498,"Writing the review after using the watch for 15 days !!

As the name states AMAZEFIT it actually is AMAZING 🤩.
The battery quality is damn good even if it says that the battery life is for 10 days , it actually goes around for 7-8 days , which is not a single percent of bad.
It takes a 2 whole hours to get fully charged.

Then the looks. It's on fire , believe me.
The display is AMOLED and even if direct sun the display works at its best.
SpO2 , Heart rate monitor , Stress monitoring , Perso...
READ MORE",5
20499,"1 build quality 4
2 screen quality 4
3 interface 4
4 battery 4
5 senstivity 4
6 tracking 4
7 dock was good
8 watch styles superb
9 accurency 4
10 updates good no bugs
Over all its a friendly watch to use for daily routines i personally recommend those who wants a decent watch for show off mean while to track your heath go for it...",4
20500,"Watch is good .. you can get your notifications on time . Many useful features and a good product in this range .! If you are planning to purchase , please dont hesitate !! Good battery backup and good accuracy of the sensors .",5
20501,"After a lot of research for months I finally picked Amazfit bip u at this price segment,
Many smartwatches are available at this price but this is best of all,
Afterall Amazfit manufacturers smart bands for Xiaomi.",5
20502,"Best smart watch under 5k!

The battery backup is good ,it doesn't last 8,9 days if you'd use it frequently for music and workouts and other stuffs, but still it could last 5,6days which is quite good tho...
Activities tracking, heart rate measurement,spo2 and other stuffs gives you good result",4
20503,"____:::::-----**Amazfit bip U watch**-----:::::____

I got the product as I expected watch packing quality was good and Flipkart delivered this watch To me on time.

---:::My personal experience is given below :::---

1.DISPLAY :- Awesome quality outdoor full bright display.

2.BATTERY :- changing mechanism is too good WIRELESS
and battery life more than one week.

3.DESIGN:- VERY GOOD looking watch can use as both
formal and sports but but wh...
READ MORE",5
20504,"60+ limited style wach Watch faces but mostly attractive n good.
Battery getting discharge after 4.5 day when all sensors are workin (heart rate after every 10min and automatically check while moving, stress and spo2 on outo mode)
Accuracy of features (stress monitor, Spo2 & heart rate) neither accurate not approx jist you can use to number in public like for show off.
Sleep tracker working awesome giving accurate results.
Showing call notification with call reject amd silent option. Some ti...
READ MORE",4
20505,"Thank you Flipkart
Very nice product
I love my watch
Very very very good product",5
20506,"Better quality and value of the money 🤑💸💵💴💶💰💳 i lke so much I using daily morning🌄🙋 workouts is Aquratly visible the status and this target encourage to complete.
One the good product I brought.",5
20507,"Purchased on 04 may and delivered on 6th of May, very fast delivery by Flipkart, 5 start service. Now review of watch : Spo2 takes too much time still not accurate , heart rate and other features are good, one can say that one has smart watch but should not rely on its measurements.",3
20508,"After searching and using so many watches finally bought this watch
PROS:
Everything is good about this, specially activity tracking, is accurate, I mean all the activities, for that reason I want a smart watch, otherwise I would buy any other Casio watch to see the time, this watch activity tracking is awesome, very accurate, all the activities ( I have used many smart watches like FIREBOLT, Noise and boAt watches, so I have compared them with this watch), I wanted smart which can accurate...
READ MORE",5
20509,"Writing this review after a month of use.
Cons-
1. Battery would last for 4-5 days at max
2. Sleep tracking doesn’t work fine, infact my 3 years old MI band tracks better sleep. There is a glitch.
3. Plz don’t trust the SPO2 level
4. Plastic body and screen prone to scratches.",2
20510,"Awesome product in this price range !
I'm just loving it 😍",5
20511,Lightweight & amazing👍🏻,4
20512,Nice product. Battery lasts 3 to 4 days.Touch screen works smooth.No fingerprints on screen after touching its tft but it feels like amoled..🔥,4
20513,"Liked it
Go for it instead realme watch
Got it in 3499",5
20514,"Writting after 1 week...
1. Step count inaccurate
2. Battery backup upto 4days
3. Sometimes auto on display not work

And all other is good",4
20515,"Amazing watch in the given price. No other watch in the budget can give such a good screen, touch, finish, software and battery. Go for it if budget is 4K.",5
20516,"Battery is good.. and lots of watch face available on the app, display is good. Over all ok in this price",5
20517,Nice product,5
20518,Battery backup getting low very fast.4-5 days without activity tracking. Display is awesome in IPS format. Wake gesture little bit slow. It is 31gm but like a feather on hand.,4
20519,It was a nice watch with good and bright display and also the large display.,4
20520,Good👍,5
20521,"Very good quality, scratch proof. Love it.",5
20522,Nice product ❤️,5
20523,"Absolutely perfect ! Compact, light weight and UI is easy to use !",5
20524,"Best smartwatch in this price🔥
And the display was perfectly maintain the brightness in the outdoor also✨
Very light weight nd the straps was comfortable",5
20525,Satisfied with the product,4
20526,Awesome watch 👌,5
20527,Great watch must buy👍🏼,5
20528,Nice product,5
20529,"Price is little bit high, Premium feel, light weight, Touch response is fast, battery backup is okay , customizable watch faces , I am happy with this product.",5
20530,stop working in just 8 days can't do anything i wrote a complaint in flipkart if flipkart do anything good i will update there,1
20531,Display is far better than any other watch in this price range..Super bright.. Scratch resistant..Curved..All the sensors working properly..But the Zepp app needs improvement..,5
20532,Amezing product.,4
20533,Nice product. Can be recommended.,5
20534,"Battery seems to last for 6 to 7 days on normal use... Good for mid range users. SpO2 monitor is lil bit slow and needs to much tightness for wrist to measure, rest a good watch.",4
20535,Good product...but screen size is small... overall value for money...,3
20536,Strap is too short for a person with a heavy wrist like me. Also the strap on continuous wear has left rashes and peeling skin around wrist. Itching would also also start on continuous wear. Otherwise talking about the watch itself it's really good compared to its counterparts.,3
20537,"Giving feedback after 3months of usage, watch look is amazing, battery back up is of max 5-6days with full usage, accuracy in term of heartbeat, stepcounts, workout is around 90-95percent, only drawback is it has limited watch face, otherwise good watch in this kind of budget.",5
20538,Very nice Smartwatch but battery backup should be little more,5
20539,I love this product n must buy.. Nice battery backup. Thanks flipcart,5
20540,Thank u so much flipkart nice prodect....,5
20541,Best product for its price.,5
20542,I liked the watch ☺️,5
20543,Very nice watch 😘😘,5
20544,"Getting a battery backup of around 10 days without bluetooth connectivity usage, good design and light weight. Got it for around 500-800rs more as the amount dropped to 3299 once but wasn't able to order that time due to system error",4
20545,"Seems to be a good watch, it’s my first smart watch but sometimes raise to wake up function doesn’t not work💁‍♂️",4
20546,Nice watch by Amazfit. In future price of this product may be down. I am using this watch from last 1 month and it's working as expected.,4
20547,"Performance is good, look wise it's decent too.",4
20548,Nyc watch nd battery is also good..,5
20549,Awesome watch at this price....Paisa wasool,5
20550,If you want proper activity tracker this is not a right choice . Worst performance in call notifications. Just for show you can wear this product. No always on display option. Screen wake up time is vary slow 🐌 😒.,1
20551,Good product. amazfit is simply ammezing,5
20552,"Very light weight , crisp clear didplay, good built quality but heart rate is not accurate, having a difference of near 10 numbers.",4
20553,Such a horrible smartwatch I got. Its counting steps even when going in vehicle that too highly inaccurate that is 2000 steps(maybe I walked minimum100 steps). It was really shocking. I never expected this,1
20554,Thanks,5
20555,Nice watch,4
20556,Good product,4
20557,Nice product,5
20558,Awesome,5
20559,Worst item,4
20560,Light weight but really nice 3500 good,3
20561,Good,5
20562,Battery backup is too bad..,2
20563,Good quality but price very high,4
20564,Good,5
20565,"Awesome Watch, Display is best,antifingerprint is provided and very light weight watch. It's LCD display but quality 🔥🔥",5
20566,"it's store only 4 watch faces into watch...strap quality also not good...SpO2 and stress function not working(Always showing measurement failed)...Lift hand to screen wake up function not working properly......... I think all youtube reviews are paid may be😠

Waste of money.....🤬",1
20567,"Watch actual screen size small , but dial is big .",3
20568,Good product. But the price is a bit high. And calls can't be recieved,5
20569,Bad product,2
20570,"Actually dissatisfied about the battery which is not even coming for 3 days, other than this is not very accurate in activities.",3
20571,"Dont buy guys , i bought this and recieved damage one ,now i am trying to return this but i am unable , upon trying to return it showing some error occurred try after sometime .",1
20572,It's a nice value for money. If it cost 500 less it will be even more preferable product in the category.,4
20573,As compare to money 💸 best watch,5
20574,Good product at 3500 rs .,5
20575,"Best Smart watch cum fitness tracker in every field.
Satisfied with my purchase👍",5
20576,Good,5
20577,Good,5
20578,it's an awesome product....great display nd touch.... good battery life..... great performance..... I'm totally satisfied with this watch.....,5
20579,"Nice. Watch . When I got this form flipkart then I bewildered ,,,, very good watch ,,,, good battery life. If you it use normal then it battery life is 15 days , but I recommend that to buy redmi 6 band because it have supper amoled display ,,,,, and many features in the watch....... But the watch is too good , I impress 👍👍👍👍",5
20580,"Great choice, really go for it.
Every other brand claims their smartwatch has great features but their UI is so laggy it ruins the whole experience.
But here I not only got smooth UI but also balanced features.
Some small features that are not mentioned else where
1. Smooth UI, lagfree experience
2. You get reject as well as 'Silent' feature here which is missing in most smartwatches.
3. Cover the screen with your palm to turn off screen instantly.
Really loved the product, also I go...
READ MORE",5
20581,"*) This device is too good for this price range.
*) Good Battery Backup which last for a week.
*) Display is good with Corning Gorilla Glass.
*) Display is visible even in the sunlight.
*) Though its made of fiber body the build quality is nice.
*) Sensor is good.
*) All other features of this watch is working excellent.
*) Flipkart service is also nice with good packaging.",5
20582,"Bought a week ago. Battery life is good. UI is nice, but wakeup screen is not properly opening sometimes not always. Measurements are nearly correct. Good to buy, worth for penny.

Cons:
Setting up watch faces takes more time.
Initial update to sync watch with app takes more times, sometimes its was failed, had to spent a lot time.
Cannot access any other features when we are in any sports mode in watch",4
20583,"Fantastic fitness tracker. Very lightweight on the wrist and your wallet. Accurate tracking that helps you keep a track of your workout, calorie burn, steps etc. Beautiful display which is the best on a fitness tracker under INR 5000. Go for it.",5
20584,Good product.. Neatly built.. Initially I was planning to purchase goqii smart vital which is a certified product..But I found more vfm effect in bip u ..If anyone want most accurate spo2 and heart rate they can go with goqii But this one is more appealing and have an accuracy of 95-97%. So I decided to go with this..,4
20585,"Writing this after a week's usage. As this was my first watch I did a through research and based on suggestions by many you tubers decided to buy this. One line answer would be ""this product is just hyped'. Battery backup is poor last only for 2 days. The counts are inaccurate, the Spo2 works only 20% of the time. The lit upon wrist lift also works 4/10 times and sometimes when wrist is not lift the display is on. it's better to buy a smart band or a normal watch as this space is still not ma...
READ MORE",2
20586,Nice best watch don't look any other watch directly go for this it is value for money and high accuracy 6 day approx battery life best watch under 4k i got it for 3499 in offer . Build quality of the watch is good straps are very comfortable. I am very happy with this watch.,5
20587,"Reviewing after 3 days of use. Battery will last max 5-6 days as I can see it's still 57% left after 72hours.steps tracking is like 90%accurat,sports modes are like too good with great touch,overall it's really good in this price range.🔥",4
20588,"Giving Honest review after 6 days. Why after 6 days I was testing battery of this watch and it almost last for 6 days. As it is shown battery life upto 9 days last only for 6 days.

1) I have test each and every function of watch all of them are working nice and no problem found. However there is some sight difference in reading but it is ok.

2) Heart rate is monitoring on continues basis and provides approximately correct reading.

3)Touch is really smooth I haven't found any touch delay ...
READ MORE",4
20589,"Writing this after a week of usage.

Watch looks marvelous and elite.very soft to wear..
Great to wear, good brightness level and I charged it once after buying. (Checking pulse, O2 and stess 2 times a day and also set different workout type 3 times a day)
After thorough research I bought this because THIS IS THE ONLY WATCH WHICH SHOWS NO MEASUREMENT WHEN REMOVED.
all other watches in this range showed some pulse reading and also calculated O2 and showed randomly even after removal. Also cro...
READ MORE",5
20590,"First of all, I thank E-CART for their best service in packing and delivery. Keep up the Grt Work. My Reviews follows -

And coming to the sensors, it has Heart rate and SpO2 sensors along with a 6 axis accelerometer and other 64 Activities Tracking. Support Android and Apple OS.
1. The Heart rate sensor works fines with a margin of error of 2-3 beats per min.
2. The SpO2 sensor is not a gimmick, it works fine but not 100% accurate, it was of by nearly 2% every time.
** Both the sensors do n...
READ MORE",5
20591,"Batter:- Battery backup is good, I used it by enabling almost all the features and it gives me around 8 days. It gets charge quickly
Display:- Display is good, vibrant, good visibility outside.
Design:- Looks good in the hand, looks premium, lightweight.
Features:- All tracking activity is pretty much accurate except the steps tracking, while just shaking the hand it records the steps. But this can be ignored.
Mobile App:- The mobile app is good but sometimes it does not sync properly, I have...
READ MORE",5
20592,What an amazing deal..This is more than you expect in this price range. Crystal clear display.. Huge list of activity tracking modes..more accurate heart and spO2 results. Got it for 3k in offer. Very impressed by the performance. Will gladly recommend this to someone.,5
20593,"First impression was that dial is too small for my hand.

After a couple of hours user experience was fantastic.

So many workout features + sleep tracker + sp02+ stress level sensor+ plethora of options

Zepp app is cool

Overall a good watch at this price but I suggest you to invest 1500 more and go for 5000 range watch cuz they look good with round dial.

Final verdict : Great Smart band cum watch but definitely not a fully fledged smart match.",4
20594,"Awesome watch my wife like this in anniversary gift very much
Maximum features it have which should be in your smart watch now days

Watch faces are quite good and battery backup is awesome",4
20595,Nice watch with approximately correct accuracy with the actual devices.Very good display and build quality. Almost all features are present. Go for it blindly. Best watch under this price segment. 👍🏻♥️🥰🥰🥰😄,4
20596,"Amazing product , Sleek design , Smooth operation of touch screen , Light weight, Good for measuring various daily activities and workout activities...Just Go For it...👍",5
20597,"Amazing watch. Very light weight, decent looks at this price. Perfect dial size as well as screen size. Better than Noise colour fit pro 3. But connection problem with phone.",4
